,슈에무라 하드 포뮬라_0,슈에무라 하드 포뮬라_1,아나스타샤 베버리힐즈 브로우 위즈_0,아나스타샤 베버리힐즈 브로우 위즈_1,아이돈띵쏘 하드 스퀘어 아이브로우 펜슬_0,아이돈띵쏘 하드 스퀘어 아이브로우 펜슬_1,아리따움 아이돌 브로우 파우더 케익_0,아리따움 아이돌 브로우 파우더 케익_1,베네피트 프리사이슬리 마이 브로우 펜슬_0,베네피트 프리사이슬리 마이 브로우 펜슬_1,라네즈 아이브로우 쿠션 카라_0,라네즈 아이브로우 쿠션 카라_1,클리오 킬 브로우 오토 하드 브로우 펜슬_0,클리오 킬 브로우 오토 하드 브로우 펜슬_1,키스미 헤비로테이션 컬러링 아이브로우_0,키스미 헤비로테이션 컬러링 아이브로우_1,베네피트 구프 프루프 브로우 펜슬_0,베네피트 구프 프루프 브로우 펜슬_1,아나스타샤 베버리힐즈 딥브로우 포마드_0,아나스타샤 베버리힐즈 딥브로우 포마드_1,아이오페 아이브로우 오토 펜슬_0,아이오페 아이브로우 오토 펜슬_1,바비브라운 퍼펙틀리 디파인드 롱웨어 브라우 펜슬_0,바비브라운 퍼펙틀리 디파인드 롱웨어 브라우 펜슬_1,미샤 스머지프루프 우드 브로우_0,미샤 스머지프루프 우드 브로우_1,우드버리 하드텍스처 아이브로우_0,우드버리 하드텍스처 아이브로우_1,바비브라운 내추럴 브라우 쉐이퍼_0,바비브라운 내추럴 브라우 쉐이퍼_1,맥 프로 롱웨어 워터프루프 브로우 세트_0,맥 프로 롱웨어 워터프루프 브로우 세트_1,키스미 헤비로테이션 파우더 아이브로우    D 노즈섀도우_0,키스미 헤비로테이션 파우더 아이브로우    D 노즈섀도우_1,스킨푸드 초코 아이브로우 파우더케익_0,스킨푸드 초코 아이브로우 파우더케익_1,베네피트 카 브로우_0,베네피트 카 브로우_1,클리오 킬브로우    mm 슬림테크 하드펜슬_0,클리오 킬브로우    mm 슬림테크 하드펜슬_1,로라메르시에 매트 아이 컬러_0,로라메르시에 매트 아이 컬러_1,바비브라운 아이섀도우_0,바비브라운 아이섀도우_1,홀리카홀리카 피스 매칭 섀도우  매트 _0,홀리카홀리카 피스 매칭 섀도우  매트 _1,미샤 모던 섀도우 이탈프리즘  쉬머 _0,미샤 모던 섀도우 이탈프리즘  쉬머 _1,클리오 프리즘 에어 섀도우 스파클링_0,클리오 프리즘 에어 섀도우 스파클링_1,어반디케이 문더스트 아이섀도우_0,어반디케이 문더스트 아이섀도우_1,바비브라운 럭스 아이섀도우_0,바비브라운 럭스 아이섀도우_1,홀리카홀리카 피스 매칭   구 섀도우 팔레트  머추어 피치 _0,홀리카홀리카 피스 매칭   구 섀도우 팔레트  머추어 피치 _1,에스쁘아 아이섀도우 시퀸_0,에스쁘아 아이섀도우 시퀸_1,로라메르시에 새틴 아이컬러_0,로라메르시에 새틴 아이컬러_1,에뛰드 룩 앳 마이 아이즈  카페 _0,에뛰드 룩 앳 마이 아이즈  카페 _1,홀리카홀리카 피스 매칭 섀도우 쉬머_0,홀리카홀리카 피스 매칭 섀도우 쉬머_1,타르트 타르트레트  인 블룸 클레이 팔레트_0,타르트 타르트레트  인 블룸 클레이 팔레트_1,에뛰드 룩 앳 마이 아이즈  메이플로드   카페 _0,에뛰드 룩 앳 마이 아이즈  메이플로드   카페 _1,바비브라운 스파클 아이섀도우_0,바비브라운 스파클 아이섀도우_1,롬앤 베러 댄 아이즈_0,롬앤 베러 댄 아이즈_1,스틸라 매그니피센트 메탈 글리터   글로우 리퀴드 아이섀도우_0,스틸라 매그니피센트 메탈 글리터   글로우 리퀴드 아이섀도우_1,홀리카홀리카 피스 매칭   구 섀도우 팔레트  어메이징 나이트 _0,홀리카홀리카 피스 매칭   구 섀도우 팔레트  어메이징 나이트 _1,클리오 프로 싱글 섀도우_0,클리오 프로 싱글 섀도우_1,미샤 모던 섀도우 이탈프리즘  매트 _0,미샤 모던 섀도우 이탈프리즘  매트 _1
0,44.57335,86.3372,0.0,0.0,0.0,0.0,2.65486,0.0,0.0,0.0,0.0,0.0,21.875,0.0,0.0,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.03448,29.31034,0.0,0.0,55.55555,0.0,0.0,0.0,0.0,0.0,50.0,0.0,67.5,46.57534,0.0,0.0,37.5,35.29411,76.3285,33.98058,0.0,0.0,0.0,0.0,47.24409,18.38235,0.0,0.0,0.0,5.88235,0.0,0.0,0.0,0.0,0.0,0.0,56.89655,12.16216,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,0.0,31.29629,0.0,0.0,0.0,0.0,0.0,60.71428,22.40437,0.0,0.0
1,49.77544,81.29844,0.0,0.0,0.0,0.0,5.30973,0.0,0.0,0.0,6.7729,0.0,31.25,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.13793,37.93103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,72.5,41.09589,0.0,0.0,0.0,0.0,60.38647,64.07766,0.0,0.0,0.0,0.0,28.34645,21.32352,0.0,0.0,0.0,11.7647,0.0,0.0,0.0,0.0,0.0,0.0,46.55172,24.32432,0.0,0.0,0.0,0.0,0.0,0.0,51.11111,12.90322,21.29629,0.0,0.0,0.0,0.0,0.0,51.78571,22.40437,0.0,0.0
2,61.07784,80.81395,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,4.78087,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.48275,10.34482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,100.0,54.79452,0.0,0.0,31.25,52.94117,64.73429,60.19417,0.0,0.0,0.0,0.0,25.98425,21.32352,0.0,0.0,0.0,9.24369,0.0,0.0,0.0,0.0,0.0,100.0,34.48275,28.37837,0.0,0.0,0.0,0.0,0.0,0.0,64.44444,14.51612,28.51851,0.0,0.0,0.0,0.0,0.0,55.35714,9.83606,0.0,0.0
3,66.91616,80.81395,0.0,0.0,0.0,0.0,15.04424,0.0,0.0,0.0,8.76494,0.0,75.0,15.625,0.0,0.0,0.0,0.0,0.0,0.0,71.42857,0.0,0.0,0.0,25.86206,24.13793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,45.0,34.24657,0.0,0.0,31.25,0.0,66.66666,64.07766,0.0,0.0,0.0,0.0,25.19685,12.5,0.0,0.0,0.0,15.12605,0.0,0.0,0.0,0.0,0.0,0.0,53.44827,25.67567,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,8.06451,24.81481,0.0,0.0,0.0,0.0,0.0,33.92857,6.01092,0.0,0.0
4,70.95808,90.31007,0.0,0.0,0.0,0.0,22.12389,0.0,0.0,0.0,11.15537,0.0,100.0,40.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.86206,12.06896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,62.5,45.20547,0.0,0.0,31.25,0.0,64.2512,58.73786,0.0,0.0,0.0,0.0,35.43307,16.91176,0.0,0.0,0.0,6.72268,0.0,0.0,0.0,0.0,0.0,0.0,37.93103,35.13513,0.0,0.0,0.0,0.0,0.0,0.0,95.55555,14.51612,19.25925,0.0,0.0,0.0,0.0,0.0,60.71428,18.03278,0.0,0.0
5,61.33982,87.4031,0.0,0.0,0.0,0.0,19.02654,0.0,0.0,0.0,56.5737,0.0,87.5,21.875,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.03448,17.24137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,57.53424,0.0,0.0,43.75,41.17647,61.83574,51.45631,0.0,0.0,0.0,0.0,40.94488,20.58823,0.0,0.0,0.0,9.24369,0.0,0.0,0.0,0.0,0.0,0.0,55.17241,17.56756,0.0,0.0,0.0,0.0,0.0,0.0,44.44444,17.74193,18.7037,0.0,0.0,0.0,0.0,0.0,42.85714,19.67213,0.0,0.0
6,64.93263,81.97674,0.0,0.0,0.0,0.0,7.52212,0.0,0.0,41.66666,60.55776,0.0,87.5,25.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.93103,31.03448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,32.87671,0.0,0.0,50.0,52.94117,76.81159,57.28155,0.0,0.0,0.0,0.0,34.64566,25.73529,0.0,0.0,0.0,13.44537,0.0,0.0,0.0,0.0,0.0,0.0,96.55172,12.16216,0.0,0.0,0.0,0.0,0.0,0.0,73.33333,19.35483,17.22222,0.0,0.0,0.0,0.0,0.0,28.57142,17.48633,0.0,0.0
7,71.48203,84.88372,0.0,0.0,0.0,0.0,8.40707,0.0,0.0,0.0,84.06374,0.0,81.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.10344,39.65517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,35.61643,0.0,0.0,43.75,35.29411,93.23671,66.01941,0.0,0.0,0.0,0.0,25.98425,11.02941,0.0,0.0,0.0,6.72268,0.0,0.0,0.0,0.0,0.0,0.0,91.37931,9.45945,0.0,0.0,0.0,0.0,0.0,0.0,51.11111,0.0,14.62962,0.0,0.0,0.0,0.0,0.0,19.64285,29.50819,0.0,0.0
8,91.69161,84.49612,0.0,0.0,0.0,0.0,11.50442,0.0,0.0,0.0,100.0,0.0,71.875,50.0,0.0,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.86206,46.55172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,32.5,54.79452,0.0,0.0,37.5,29.41176,67.63285,74.75728,100.0,0.0,0.0,0.0,28.34645,22.79411,0.0,0.0,0.0,4.20168,0.0,0.0,0.0,20.0,0.0,0.0,65.51724,28.37837,0.0,0.0,0.0,0.0,0.0,0.0,53.33333,30.64516,22.03703,0.0,0.0,0.0,0.0,0.0,44.64285,16.93989,0.0,0.0
9,92.25299,78.39147,100.0,0.0,0.0,0.0,15.04424,0.0,0.0,0.0,84.46215,0.0,59.375,34.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.86206,39.65517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,47.9452,0.0,0.0,0.0,29.41176,77.77777,76.21359,0.0,0.0,0.0,0.0,33.07086,24.2647,0.0,0.0,0.0,13.44537,0.0,0.0,0.0,100.0,0.0,0.0,81.03448,27.02702,0.0,0.0,0.0,0.0,0.0,0.0,37.77777,30.64516,26.66666,0.0,0.0,0.0,0.0,0.0,42.85714,19.12568,0.0,0.0
10,88.73502,84.49612,0.0,0.0,0.0,0.0,5.75221,0.0,0.0,0.0,59.36254,0.0,31.25,53.125,0.0,68.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.06896,36.20689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,54.79452,0.0,0.0,0.0,47.05882,72.94685,61.16504,0.0,0.0,0.0,0.0,29.13385,21.32352,0.0,0.0,0.0,10.92436,0.0,0.0,63.63636,23.33333,0.0,0.0,89.65517,100.0,0.0,0.0,0.0,0.0,0.0,0.0,48.88888,11.29032,25.55555,0.0,0.0,0.0,0.0,0.0,46.42857,25.68306,0.0,0.0
11,91.01796,98.8372,0.0,0.0,0.0,0.0,2.65486,0.0,0.0,0.0,69.72111,0.0,21.875,21.875,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.68965,36.20689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,21.9178,0.0,0.0,0.0,0.0,83.57487,57.28155,0.0,0.0,0.0,0.0,29.13385,11.02941,0.0,0.0,3.2646,0.0,0.0,0.0,0.0,36.66666,0.0,0.0,34.48275,52.7027,0.0,0.0,0.0,0.0,0.0,0.0,60.0,25.80645,23.33333,0.0,0.0,0.0,0.0,0.0,62.5,28.96174,0.0,0.0
12,100.0,97.18992,0.0,0.0,0.0,0.0,3.9823,0.0,0.0,41.66666,43.8247,0.0,31.25,25.0,0.0,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.31034,44.82758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,65.0,38.35616,0.0,0.0,31.25,47.05882,60.38647,62.62135,0.0,0.0,0.0,0.0,29.13385,14.70588,100.0,0.0,1.37457,43.69747,0.0,0.0,0.0,0.0,0.0,0.0,31.03448,35.13513,0.0,0.0,0.0,0.0,0.0,0.0,48.88888,19.35483,19.62962,0.0,0.0,0.0,0.0,0.0,55.35714,13.6612,0.0,0.0
13,82.4476,97.09302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.4741,0.0,40.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.13793,44.82758,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,37.5,32.87671,0.0,0.0,0.0,29.41176,64.2512,72.81553,85.71428,0.0,0.0,0.0,33.85826,27.94117,0.0,0.0,1.37457,37.81512,0.0,0.0,0.0,0.0,0.0,0.0,27.5862,22.97297,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,14.51612,43.7037,0.97879,0.0,0.0,0.0,0.0,55.35714,28.4153,0.0,0.0
14,80.53892,87.3062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.65338,0.0,71.875,15.625,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,36.20689,37.93103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,42.46575,0.0,0.0,0.0,0.0,94.20289,57.76699,0.0,0.0,0.0,0.0,29.92125,25.0,0.0,0.0,2.57731,47.89915,0.0,0.0,0.0,16.66666,0.0,0.0,50.0,17.56756,0.0,0.0,0.0,0.0,0.0,0.0,37.77777,16.12903,46.29629,5.79119,0.0,0.0,0.0,0.0,51.78571,34.42622,0.0,0.0
15,67.10329,80.32945,0.0,0.0,0.0,0.0,2.21238,0.0,0.0,0.0,35.45816,0.0,53.125,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.20689,56.89655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,75.0,31.50684,0.0,0.0,43.75,35.29411,63.76811,70.87378,0.0,0.0,0.0,0.0,20.47244,16.17647,0.0,0.0,0.8591,34.45378,0.0,0.0,0.0,0.0,0.0,0.0,44.82758,13.51351,0.0,0.0,0.0,0.0,0.0,0.0,53.33333,9.67741,40.18518,5.70962,0.0,0.0,0.0,0.0,80.35714,25.68306,0.0,0.0
16,64.4461,90.11627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.66135,0.0,56.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.68965,39.65517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,46.57534,0.0,0.0,0.0,47.05882,66.66666,75.24271,0.0,0.0,0.0,0.0,35.43307,25.0,0.0,0.0,6.70103,78.15126,0.0,0.0,0.0,0.0,0.0,0.0,68.96551,14.86486,0.0,0.0,0.0,0.0,0.0,0.0,60.0,20.96774,46.66666,11.50081,0.0,0.0,0.0,0.0,100.0,29.50819,0.0,0.0
17,57.85928,92.05426,0.0,0.0,0.0,0.0,5.30973,0.0,0.0,0.0,47.41035,6.7729,75.0,56.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.27586,32.75862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,17.80821,0.0,0.0,0.0,0.0,63.28502,52.42718,0.0,0.0,0.0,0.0,29.92125,31.61764,0.0,0.0,8.0756,38.65546,0.0,0.0,0.0,0.0,0.0,0.0,48.27586,16.21621,0.0,0.0,0.0,0.0,0.0,0.0,51.11111,14.51612,36.85185,17.37357,0.0,0.0,0.0,0.0,60.71428,16.93989,0.0,0.0
18,55.61377,91.27906,0.0,100.0,0.0,0.0,3.09734,0.0,0.0,83.33333,25.0996,4.78087,53.125,50.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,53.44827,25.86206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,34.24657,0.0,0.0,0.0,29.41176,64.73429,76.69902,0.0,100.0,0.0,0.0,36.22047,28.67647,0.0,0.0,31.27147,52.10084,0.0,0.0,0.0,0.0,0.0,0.0,31.03448,12.16216,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,8.06451,32.59259,20.96247,0.0,0.0,0.0,0.0,46.42857,47.54098,0.0,0.0
19,57.82185,96.22093,0.0,0.0,0.0,0.0,5.75221,0.0,0.0,0.0,25.89641,8.76494,78.125,25.0,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,31.03448,20.68965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,39.72602,0.0,0.0,43.75,0.0,47.34299,70.87378,0.0,0.0,0.0,0.0,33.85826,44.11764,45.45454,0.0,23.88316,47.89915,0.0,0.0,0.0,0.0,0.0,0.0,55.17241,6.75675,0.0,0.0,0.0,0.0,0.0,0.0,26.66666,27.41935,41.48148,17.21044,0.0,0.0,0.0,0.0,71.42857,40.9836,0.0,0.0
20,59.46856,90.60077,0.0,0.0,0.0,0.0,5.30973,0.0,0.0,0.0,24.30278,11.15537,78.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,31.03448,29.31034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,32.87671,0.0,0.0,0.0,0.0,62.80193,71.84466,0.0,0.0,0.0,0.0,38.58267,21.32352,0.0,0.0,67.18213,49.57983,0.0,0.0,0.0,0.0,0.0,0.0,81.03448,16.21621,0.0,0.0,0.0,0.0,0.0,0.0,68.88888,9.67741,44.07407,19.65742,0.0,0.0,0.0,0.0,57.14285,29.50819,0.0,0.0
21,56.3997,84.98062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.90438,56.5737,56.25,34.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.31034,13.7931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,46.57534,0.0,0.0,43.75,29.41176,58.4541,66.99029,0.0,0.0,0.0,0.0,33.07086,41.17647,0.0,0.0,58.9347,47.05882,0.0,0.0,0.0,0.0,0.0,0.0,39.65517,16.21621,0.0,0.0,0.0,0.0,0.0,0.0,75.55555,9.67741,39.25925,24.06199,0.0,0.0,0.0,0.0,73.21428,24.04371,0.0,0.0
22,49.40119,79.55426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.45816,60.55776,53.125,78.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.75862,29.31034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,52.5,39.72602,0.0,0.0,0.0,70.58823,67.63285,71.84466,0.0,0.0,0.0,0.0,30.70866,49.2647,0.0,0.0,100.0,27.73109,0.0,0.0,0.0,0.0,0.0,0.0,53.44827,8.1081,0.0,0.0,0.0,0.0,0.0,0.0,42.22222,16.12903,36.66666,32.78955,0.0,0.0,0.0,0.0,32.14285,67.21311,0.0,0.0
23,54.64071,79.26356,0.0,0.0,0.0,0.0,4.42477,0.0,0.0,0.0,52.98804,84.06374,96.875,75.0,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.13793,34.48275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,80.0,47.9452,0.0,0.0,0.0,0.0,44.44444,66.50485,0.0,0.0,0.0,0.0,82.67716,22.05882,0.0,0.0,65.29209,34.45378,0.0,0.0,0.0,0.0,0.0,0.0,68.96551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.33333,8.06451,41.29629,25.44861,0.0,0.0,0.0,0.0,42.85714,91.25683,0.0,0.0
24,48.27844,91.47286,0.0,0.0,0.0,0.0,5.30973,0.0,0.0,0.0,30.27888,100.0,84.375,71.875,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.31034,31.03448,0.0,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,35.61643,0.0,0.0,50.0,29.41176,100.0,61.16504,0.0,0.0,0.0,0.0,51.1811,24.2647,0.0,0.0,93.98625,16.80672,0.0,0.0,0.0,0.0,0.0,0.0,100.0,6.75675,0.0,0.0,0.0,0.0,0.0,0.0,44.44444,19.35483,32.59259,26.34584,0.0,0.0,0.0,0.0,37.5,84.153,0.0,0.0
25,50.5988,91.95736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.70119,84.46215,90.625,53.125,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.20689,18.96551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,53.42465,0.0,0.0,0.0,35.29411,76.81159,73.30097,0.0,0.0,0.0,0.0,33.07086,30.14705,0.0,0.0,73.88316,21.84873,0.0,0.0,0.0,0.0,0.0,0.0,65.51724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.66666,25.80645,32.77777,38.98858,0.0,0.0,0.0,0.0,69.64285,62.84153,0.0,0.0
26,53.55538,82.94573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.94422,59.36254,56.25,21.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.75862,20.68965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,72.5,54.79452,0.0,0.0,56.25,35.29411,71.49758,73.30097,0.0,0.0,0.0,0.0,53.5433,27.20588,0.0,100.0,79.0378,49.57983,0.0,0.0,0.0,0.0,0.0,0.0,63.7931,6.75675,0.0,0.0,0.0,0.0,0.0,0.0,57.77777,27.41935,28.33333,35.72593,0.0,0.0,0.0,0.0,41.07142,53.55191,0.0,0.0
27,53.33083,84.30232,0.0,0.0,0.0,0.0,3.53982,0.0,0.0,0.0,10.35856,69.72111,37.5,31.25,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.48275,32.75862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,45.20547,0.0,0.0,0.0,0.0,73.42995,76.21359,0.0,0.0,0.0,0.0,40.94488,58.08823,45.45454,0.0,82.98969,39.49579,0.0,0.0,0.0,0.0,0.0,0.0,44.82758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.44444,20.96774,34.44444,100.0,0.0,0.0,0.0,0.0,48.21428,31.14754,0.0,0.0
28,48.20359,86.531,0.0,0.0,0.0,0.0,4.86725,0.0,0.0,0.0,13.94422,43.8247,46.875,75.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.86206,31.03448,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,42.46575,0.0,0.0,0.0,0.0,57.00483,89.32038,0.0,0.0,0.0,0.0,29.13385,21.32352,54.54545,0.0,86.42611,56.30252,0.0,0.0,0.0,0.0,0.0,0.0,44.82758,21.62162,0.0,0.0,0.0,0.0,0.0,0.0,64.44444,12.90322,30.55555,51.95758,0.0,0.0,0.0,0.0,46.42857,44.80874,0.0,0.0
29,49.70059,81.97674,0.0,0.0,0.0,0.0,3.09734,0.0,0.0,0.0,7.56972,31.4741,18.75,75.0,66.66666,81.25,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,37.93103,24.13793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,84.9315,0.0,0.0,0.0,47.05882,52.17391,100.0,0.0,0.0,0.0,0.0,25.98425,33.08823,0.0,0.0,94.50171,45.37815,0.0,0.0,0.0,0.0,0.0,0.0,41.37931,21.62162,0.0,0.0,0.0,0.0,0.0,0.0,46.66666,35.48387,40.92592,44.4535,0.0,0.0,0.0,0.0,58.92857,40.9836,0.0,0.0
30,50.0,81.58914,0.0,0.0,0.0,0.0,5.30973,0.0,0.0,0.0,15.13944,36.65338,18.75,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,0.0,0.0,29.31034,34.48275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,50.68493,0.0,0.0,31.25,0.0,50.72463,71.84466,0.0,0.0,0.0,0.0,29.92125,36.02941,0.0,0.0,88.65979,53.78151,0.0,0.0,0.0,0.0,0.0,0.0,81.03448,13.51351,0.0,0.0,0.0,0.0,0.0,0.0,44.44444,41.93548,65.37037,46.65579,0.0,0.0,0.0,0.0,55.35714,40.9836,0.0,0.0
31,48.05389,88.66279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.74103,35.45816,37.5,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,25.86206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.9863,0.0,0.0,31.25,76.47058,64.73429,81.55339,0.0,0.0,0.0,0.0,51.9685,21.32352,54.54545,0.0,73.71134,74.78991,0.0,0.0,0.0,20.0,0.0,0.0,31.03448,22.97297,0.0,0.0,0.0,0.0,0.0,0.0,46.66666,35.48387,100.0,54.48613,0.0,0.0,0.0,0.0,55.35714,36.61202,0.0,0.0
