,스킨푸드 로열허니 프로폴리스 인리치 에센스_0,스킨푸드 로열허니 프로폴리스 인리치 에센스_1,세렌디뷰티 레드 프로폴리스 트리플 앰플_0,세렌디뷰티 레드 프로폴리스 트리플 앰플_1,더마토리 프로 히알샷 물광 앰플_0,더마토리 프로 히알샷 물광 앰플_1,미샤 비타씨플러스 잡티씨 탄력앰플_0,미샤 비타씨플러스 잡티씨 탄력앰플_1,빌리프 유쓰 크리에이터 에이지 넉다운 밤_0,빌리프 유쓰 크리에이터 에이지 넉다운 밤_1,록시땅 이모르뗄 오버나이트 리셋 오일 인 세럼_0,록시땅 이모르뗄 오버나이트 리셋 오일 인 세럼_1,이즈앤트리 히아루론산 워터 에센스_0,이즈앤트리 히아루론산 워터 에센스_1,하루하루 원더 블랙라이스 히알루로닉 에센스_0,하루하루 원더 블랙라이스 히알루로닉 에센스_1,로지컬리스킨 아쿠아타이드 리서페이스 세럼_0,로지컬리스킨 아쿠아타이드 리서페이스 세럼_1,에스티 로더 어드밴스드 나이트 리페어 인텐스 리셋 컨센트레이트_0,에스티 로더 어드밴스드 나이트 리페어 인텐스 리셋 컨센트레이트_1,제로이드 인텐시브 오인트 크림_0,제로이드 인텐시브 오인트 크림_1,센텔리안24 마데카크림 파워 부스팅 포뮬러_0,센텔리안24 마데카크림 파워 부스팅 포뮬러_1,미샤 수퍼 아쿠아 울트라 히알론 크림_0,미샤 수퍼 아쿠아 울트라 히알론 크림_1,에스트라 아토베리어     크림_0,에스트라 아토베리어     크림_1,아이오페 슈퍼바이탈 크림 리치_0,아이오페 슈퍼바이탈 크림 리치_1,아티스트리 하이드라V 모이스처 크림_0,아티스트리 하이드라V 모이스처 크림_1,에스티 로더 리바이탈라이징 수프림  나이트 인텐시브 크림_0,에스티 로더 리바이탈라이징 수프림  나이트 인텐시브 크림_1,유세린 우레아 리페어 크림_0,유세린 우레아 리페어 크림_1,엘러브 듀얼 블루밍 캡슐 앰플   하이드라 바이탈라이징 크림_0,엘러브 듀얼 블루밍 캡슐 앰플   하이드라 바이탈라이징 크림_1,유리프 셋업 크림_0,유리프 셋업 크림_1,AHC 에이지리스 리얼 아이크림 포 페이스_0,AHC 에이지리스 리얼 아이크림 포 페이스_1,한율 어린쑥 수분진정 크림_0,한율 어린쑥 수분진정 크림_1,보타니티 플라본 인텐시브 크림_0,보타니티 플라본 인텐시브 크림_1,닥터벨머 어드밴스드 시카 수분 크림_0,닥터벨머 어드밴스드 시카 수분 크림_1,더마토리 하이포알러제닉 모이스처라이징 밤 크림_0,더마토리 하이포알러제닉 모이스처라이징 밤 크림_1,Dr.G 필라그린 배리어 밤_0,Dr.G 필라그린 배리어 밤_1,블랑풀 필터크림_0,블랑풀 필터크림_1,더샘 더마 플랜 울트라 밤 크림_0,더샘 더마 플랜 울트라 밤 크림_1,참존 마유 크림 엑스트라 골든 컴플렉스_0,참존 마유 크림 엑스트라 골든 컴플렉스_1,강남이스트 투엑스 아쿠아 카밍 크림_0,강남이스트 투엑스 아쿠아 카밍 크림_1,홀리카홀리카 굳세라 수퍼 세라마이드 미스트_0,홀리카홀리카 굳세라 수퍼 세라마이드 미스트_1,라네즈 크림 스킨 미스트_0,라네즈 크림 스킨 미스트_1,보타닉힐 보 더마 인텐시브 판테놀 크림 미스트_0,보타닉힐 보 더마 인텐시브 판테놀 크림 미스트_1,CNP 프로폴리스 앰플 미스트_0,CNP 프로폴리스 앰플 미스트_1,식물나라 티트리 카밍 미스트_0,식물나라 티트리 카밍 미스트_1,숨37˚ 워터 풀 타임리스 워터 젤 미스트_0,숨37˚ 워터 풀 타임리스 워터 젤 미스트_1,클레어스 펀더멘탈 앰플 미스트_0,클레어스 펀더멘탈 앰플 미스트_1,샤넬 보떼 이니샬 에너자이징 멀티 프로텍션 컨센트레이트 스프레이 쎄럼_0,샤넬 보떼 이니샬 에너자이징 멀티 프로텍션 컨센트레이트 스프레이 쎄럼_1,비어썸 오우썸 하이드레이팅 오가닉 더블미스트_0,비어썸 오우썸 하이드레이팅 오가닉 더블미스트_1,CNP 뮤제너 앰플 미스트_0,CNP 뮤제너 앰플 미스트_1
10,100.0,27.27272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.47422,64.85148,0.0,100.0,0.0,0.0,11.82994,70.18348,43.75,85.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.13896,52.69709,100.0,0.0,0.0,25.92592,60.95238,33.86666,0.0,0.0,1.03412,1.03412,100.0,0.0,80.49764,79.66231,0.0,0.0,0.0,0.0,12.49137,61.35265,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.90721,64.85148,0.0,77.63157,0.0,0.0,6.65434,59.17431,45.22058,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.70942,52.07468,0.0,0.0,0.0,0.0,85.71428,24.8,0.0,0.0,1.86142,1.96483,0.0,0.0,77.80766,91.17421,0.0,0.0,0.0,0.0,16.97722,39.13043,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.31958,57.92079,0.0,68.42105,0.0,0.0,8.68761,52.59938,62.13235,61.03896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.23615,56.01659,0.0,0.0,0.0,18.51851,100.0,29.06666,0.0,0.0,1.13753,0.72388,0.0,0.0,69.46872,83.26937,0.0,0.0,66.66666,0.0,14.83781,51.69082,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,36.36363,0.0,0.0,0.0,0.0,0.0,0.0,85.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.91752,60.39603,0.0,48.68421,0.0,0.0,13.12384,53.82262,56.98529,70.12987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.97278,54.77178,0.0,0.0,35.29411,44.44444,85.71428,23.2,0.0,0.0,0.62047,1.34436,0.0,0.0,80.36314,66.92248,0.0,0.0,41.66666,0.0,14.7688,60.38647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,22.72727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.38144,78.71287,0.0,30.26315,0.0,0.0,18.66913,51.98776,70.22058,87.01298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.45869,88.17427,0.0,0.0,41.17647,18.51851,74.28571,30.4,0.0,0.0,0.72388,2.37849,0.0,66.66666,73.30195,68.53415,0.0,0.0,0.0,0.0,12.49137,70.0483,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.77777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.10309,65.34653,0.0,34.21052,0.0,0.0,16.8207,50.76452,68.75,83.76623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.83333,43.47826,25.17006,65.76763,0.0,0.0,41.17647,25.92592,73.33333,23.2,0.0,0.0,0.93071,3.51602,0.0,0.0,75.05043,58.25019,0.0,0.0,50.0,0.0,8.41959,57.00483,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.69072,75.74257,0.0,28.94736,0.0,0.0,17.92975,63.91437,64.33823,65.58441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.00097,66.39004,0.0,0.0,64.70588,0.0,73.33333,23.2,0.0,0.0,1.13753,80.45501,0.0,0.0,79.42165,62.31772,0.0,0.0,0.0,0.0,8.90269,55.07246,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.56701,77.22772,0.0,23.68421,0.0,0.0,19.22365,63.76146,55.14705,68.18181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.08695,27.89115,59.54356,0.0,0.0,88.23529,0.0,60.95238,24.8,0.0,0.0,0.93071,100.0,0.0,0.0,73.1002,64.6201,0.0,0.0,50.0,0.0,13.31953,59.90338,0.0,0.0,60.0,77.77777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.77777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.53608,67.32673,0.0,34.21052,0.0,0.0,15.5268,61.00917,45.58823,45.45454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,32.06997,61.61825,0.0,0.0,82.35294,29.62962,51.42857,22.4,0.0,0.0,1.6546,62.77145,100.0,0.0,74.10894,68.38066,0.0,0.0,0.0,0.0,12.35334,49.75845,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44444,47.05882,0.0,0.0,0.0,0.0,0.0,0.0,81.44329,77.72277,46.15384,36.8421,0.0,0.0,11.6451,61.00917,45.58823,46.75324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,29.7376,96.68049,0.0,0.0,0.0,0.0,84.7619,22.66666,0.0,0.0,1.86142,45.60496,0.0,0.0,81.17014,68.22716,0.0,0.0,0.0,0.0,9.93788,67.63285,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.04123,89.60396,46.15384,34.21052,0.0,0.0,17.19038,51.98776,68.75,51.94805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,0.0,32.16715,71.16182,0.0,0.0,0.0,22.22222,80.0,23.73333,0.0,0.0,0.8273,31.85108,50.0,0.0,78.9509,61.24328,0.0,0.0,0.0,0.0,9.17874,61.83574,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.41237,94.55445,46.15384,28.94736,0.0,0.0,16.45101,48.31804,64.70588,57.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7376,71.9917,0.0,0.0,29.41176,18.51851,65.71428,22.13333,0.0,0.0,0.93071,33.19544,0.0,0.0,77.53866,64.54336,0.0,0.0,0.0,0.0,10.69703,69.56521,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.35051,74.75247,0.0,17.10526,0.47201,0.0,19.96303,44.3425,80.88235,64.93506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.07288,65.56016,0.0,0.0,0.0,33.33333,79.04761,25.06666,0.0,0.0,1.34436,32.88521,50.0,0.0,75.11768,58.78741,0.0,0.0,0.0,0.0,15.52795,79.71014,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44444,29.41176,0.0,0.0,0.0,0.0,0.0,0.0,82.47422,80.69306,0.0,27.63157,0.0,0.0,19.77818,61.7737,57.72058,65.58441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1137,46.47302,0.0,0.0,0.0,25.92592,61.90476,29.33333,0.0,0.0,0.8273,24.30196,0.0,77.77777,81.43913,63.39217,0.0,0.0,0.0,0.0,14.97584,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.81443,93.56435,0.0,23.68421,0.0,0.0,21.44177,56.1162,50.73529,57.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.83333,0.0,23.71234,40.87136,0.0,0.0,0.0,29.62962,56.19047,23.46666,0.0,0.0,1.34436,18.9245,0.0,0.0,78.07666,67.22947,0.0,0.0,0.0,0.0,13.59558,70.5314,0.0,0.0,0.0,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,29.41176,0.0,0.0,0.0,0.0,0.0,0.0,74.2268,86.13861,0.0,31.57894,0.0,0.0,20.14787,72.01834,51.10294,51.94805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.50242,46.88796,0.0,0.0,0.0,29.62962,64.7619,23.73333,0.0,0.0,1.03412,51.29265,0.0,0.0,86.81909,69.53184,0.0,0.0,100.0,0.0,47.27398,63.76811,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.38144,99.50495,0.0,36.8421,0.0,0.0,14.78743,63.91437,64.33823,47.40259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.33624,56.01659,0.0,0.0,35.29411,44.44444,86.66666,28.53333,0.0,0.0,1.96483,18.40744,0.0,0.0,91.45931,69.76208,0.0,0.0,0.0,0.0,59.21325,70.0483,0.0,0.0,30.0,88.88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.94845,100.0,53.84615,22.36842,57.51854,0.0,17.19038,65.29051,58.08823,48.05194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.68124,54.14937,0.0,0.0,35.29411,0.0,77.14285,30.66666,0.0,0.0,0.72388,15.71871,0.0,0.0,98.45326,70.22256,0.0,100.0,0.0,0.0,33.12629,68.11594,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
